original_name,clean_name,category,weight,unit,pack_size,packaging_type,old_edge_case,new_edge_case,description
Mì Omachi quán xá Châu Á Bangkok 96g (Hộp),Mì Omachi quán xá Châu Á Bangkok,Thực phẩm ăn liền,96.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì Omachi trộn cua xốt ớt 96g (Tô),Mì Omachi trộn cua xốt ớt,Thực phẩm ăn liền,96.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì Omachi trộn xốt Spaghetti 105g (Bát),Mì Omachi trộn xốt Spaghetti,Thực phẩm ăn liền,105.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì Spaghetti Olivoila N.5 500g (Hộp),Mì Spaghetti Olivoila N.5,Thực phẩm ăn liền,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì chính Miwon 1kg (Gói),Mì chính Miwon,Gia vị,1.0,kg,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì chũ Minh Long 1kg (Gói),Mì chũ Minh Long,Thực phẩm ăn liền,1.0,kg,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì chũ Minh Long 700g (Gói),Mì chũ Minh Long,Thực phẩm ăn liền,700.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 96g (Tô),Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả,Thực phẩm ăn liền,96.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 70g (Ly),Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả,Thực phẩm ăn liền,70.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 80g (Gói),Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả,Thực phẩm ăn liền,80.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi hương vị lẩu tôm càng 80g (Gói),Mì dinh dưỡng khoai tây Omachi hương vị lẩu tôm càng,Thực phẩm ăn liền,80.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi mì trộn xốt Spaghetti 90g (Gói),Mì dinh dưỡng khoai tây Omachi mì trộn xốt Spaghetti,Thực phẩm ăn liền,90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi trộn hương vị thịt xiên nướng 90g (Gói),Mì dinh dưỡng khoai tây Omachi trộn hương vị thịt xiên nướng,Thực phẩm ăn liền,90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 93g (Tô),Mì dinh dưỡng khoai tây Omachi xốt Bò hầm,Thực phẩm ăn liền,93.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 69g (Ly),Mì dinh dưỡng khoai tây Omachi xốt Bò hầm,Thực phẩm ăn liền,69.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 81g (Gói),Mì dinh dưỡng khoai tây Omachi xốt Bò hầm,Thực phẩm ăn liền,81.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì kokomi  hương vị canh chua hải sản 75g (Gói),Mì kokomi hương vị canh chua hải sản,Thực phẩm ăn liền,75.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì kokomi hương vị tôm chưa cây chanh ớt 75g (Gói),Mì kokomi hương vị tôm chưa cây chanh ớt,Thực phẩm ăn liền,75.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì thố Cung Đình Thịt hầm nấm 79g (Bát),Mì thố Cung Đình Thịt hầm nấm,Thực phẩm ăn liền,79.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mì trộn tương đen Koreno Chajang 78g (Gói),Mì trộn tương đen Koreno Chajang,Thực phẩm ăn liền,78.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mít sấy 100g (Gói),Mít sấy,"Snack, đồ ăn vặt",100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mít sấy 200g (Gói),Mít sấy,"Snack, đồ ăn vặt",200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mít sấy Minh Văn 500g (Gói),Mít sấy Minh Văn,"Hạt, trái cây sấy",500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mật ong bổ phế 100ml (Lọ),Mật ong bổ phế,Thức uống dinh dưỡng,100.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mật ong cao cấp 250ml (Lọ),Mật ong cao cấp,Thức uống dinh dưỡng,250.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mật ong con gấu đặt biệt 235ml (Lọ),Mật ong con gấu đặt biệt,Thức uống dinh dưỡng,235.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mật ong nghệ phấn hoa 140g (Lọ),Mật ong nghệ phấn hoa,"Rau, củ",140.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mật ong sữa chúa 375ml (Lọ),Mật ong sữa chúa,"Yến mạch, ngũ cốc dinh dưỡng",375.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mắm cao đạm 650ml (Chai),Mắm cao đạm,"Nước chấm, mắm",650.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mộc Nhĩ Thái Chỉ Cao Bằng 100g (Túi),Mộc Nhĩ Thái Chỉ Cao Bằng,"Rau, củ",100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mực xoắn ống 500g (Gói),Mực xoắn ống,,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mỳ Xốt kem ý Mỳ Xào Gà Cay Carbonara 130g (Gói),Mỳ Xốt kem ý Mỳ Xào Gà Cay Carbonara,Thực phẩm ăn liền,130.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Mỳ gạo Chũ Minh Long gói 400g (Gói),Mỳ gạo Chũ Minh Long gói,Thực phẩm ăn liền,400.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
NC ăn kiêng uống liền 180ml (Hộp),NC ăn kiêng uống liền,Sữa bột,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
NLS SUTIKI Hương chiết xuất lyly 950g (Chai),NLS SUTIKI Hương chiết xuất lyly,Vệ sinh nhà cửa,950.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nem chua rán 450g (450g),Nem chua rán,Thực phẩm đông lạnh,450.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nem chua sụn 150g (150g),Nem chua sụn,Thực phẩm đông lạnh,150.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nem thịt đặc biệt CP hộp 500g (Hộp),Nem thịt đặc biệt CP hộp,"Thực phẩm sơ chế, tẩm ướp",500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Neptune gạo thơm dẻo đặc biệt ST25 Plus 5kg (Gói),Neptune gạo thơm dẻo đặc biệt ST25 Plus,,5.0,kg,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Neptune gạo thơm đặc sản ST25 5kg (Gói),Neptune gạo thơm đặc sản ST25,,5.0,kg,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Ngô bò 200g (Gói),Ngô bò,"Snack, đồ ăn vặt",200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Ngô nếp sấy 200g (Gói),Ngô nếp sấy,"Snack, đồ ăn vặt",200.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Ngô phô mai gói 465g (Gói),Ngô phô mai gói,"Snack, đồ ăn vặt",465.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Ngô tẩm bột 500g (Gói),Ngô tẩm bột,Thực phẩm đông lạnh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Ngũ cốc dinh dưỡng 500g (Túi),Ngũ cốc dinh dưỡng,"Yến mạch, ngũ cốc dinh dưỡng",500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Ngũ cốc ăn kiêng 530g (Hộp),Ngũ cốc ăn kiêng,"Snack, đồ ăn vặt",530.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nho khô Queen Raisin (Hg Chữ Nhật)_XANH DƯƠNG 90g (Hộp),Nho khô Queen Raisin (Hg Chữ Nhật)_XANH DƯƠNG,"Hạt, trái cây sấy",90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nho khô Queen Raisin (Hg Chữ Nhật)_Vàng 90g (Hộp),Nho khô Queen Raisin (Hg Chữ Nhật)_Vàng,"Hạt, trái cây sấy",90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nho khô Queen Raisin (Hg Chữ Nhật)_Đỏ 90g (Hộp),Nho khô Queen Raisin (Hg Chữ Nhật)_Đỏ,"Hạt, trái cây sấy",90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nho xanh 300g (Gói),Nho xanh,Bánh,300.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nho xanh 400g (Lọ),Nho xanh,Bánh,400.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Alkaline Ocany 1500ml (Chai),Nước Alkaline Ocany,Nước ngọt,1500.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Alkaline Ocany 350ml (Chai),Nước Alkaline Ocany,Nước ngọt,350.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Alkaline Ocany 500ml (Chai),Nước Alkaline Ocany,Nước ngọt,500.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Cam Có Tép Teppy 327 390ml (Chai),Nước Cam Có Tép Teppy 327,Nước ngọt,390.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Hồng Sâm Trẻ Em HQ Vị Cam 100ml (Túi),Nước Hồng Sâm Trẻ Em HQ Vị Cam,Nước ngọt,100.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Hồng Sâm Trẻ Em HQ Vị Táo 100ml (Túi),Nước Hồng Sâm Trẻ Em HQ Vị Táo,Nước ngọt,100.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Hồng Sâm Trẻ Em HQ Vị Việt Quất 100ml (Túi),Nước Hồng Sâm Trẻ Em HQ Vị Việt Quất,Nước ngọt,100.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước I - on Mira 360ml (Chai),Nước I - on Mira,"Nước suối, nước tinh khiết",360.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Mira pH9 550ml (Chai),Nước Mira pH9,"Nước suối, nước tinh khiết",550.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Soda Welch\'S zero vị cam 355ml (Lon),Nước Soda Welch\'S zero vị cam,Nước ngọt,355.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước Welch\'S zero hương nho tím 355ml (Lon),Nước Welch\'S zero hương nho tím,Nước ngọt,355.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước chấm Nam Ngư Đệ Nhị 800ml (Chai),Nước chấm Nam Ngư Đệ Nhị,"Nước chấm, mắm",800.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước dùng hoàn chỉnh Barona-Lẩu chua cay 180g (Cái),Nước dùng hoàn chỉnh Barona-Lẩu chua cay,Gia vị,180.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước dừa lon Vietcoco vị nguyên bản 240ml (Lon),Nước dừa lon Vietcoco vị nguyên bản,Nước ngọt,240.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước dừa tươi đóng hộp 330ml (Hộp),Nước dừa tươi đóng hộp,Nước ngọt,330.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước dừa tự nhiên 325ml (Lon),Nước dừa tự nhiên,Nước ngọt,325.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước giặt Omo cửa trước Hương Oải Hương thư Thái 1.8kg (Túi),Nước giặt Omo cửa trước Hương Oải Hương thư Thái,Giặt giũ và chăm sóc quần áo,1.8,kg,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước mắm 30 độ 500ml (Cái),Nước mắm 30 độ,"Nước chấm, mắm",500.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước mắm CHIN-SU Cá Hồi đậm đặc 500ml (Chai),Nước mắm CHIN-SU Cá Hồi đậm đặc,"Nước chấm, mắm",500.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước mắm Nam Ngư  900ml (Chai),Nước mắm Nam Ngư,"Nước chấm, mắm",900.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước mắm Nam Ngư (QR) 3bl x 6chai x 750ml (Chai),Nước mắm Nam Ngư (QR) 3bl x 6chai x,"Nước chấm, mắm",750.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước mắm Nam Ngư (QR) 3bl x 6chai x 750ml (Chai),Nước mắm Nam Ngư (QR) 3bl x 6chai x,"Nước chấm, mắm",750.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước mắm Nam Ngư cao cấp 500ml (Chai),Nước mắm Nam Ngư cao cấp,"Nước chấm, mắm",500.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước mắm chay Cholimex 245ml (Chai),Nước mắm chay Cholimex,"Nước chấm, mắm",245.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước rửa ly tách LiponF 750ml (Chai),Nước rửa ly tách LiponF,Vệ sinh nhà cửa,750.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước tăng lực Rockstar LON 250ml (Cái),Nước tăng lực Rockstar LON,Nước ngọt,250.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước tăng lực vị cà phê Wake up 247 330ml (Chai),Nước tăng lực vị cà phê Wake up 247,Nước ngọt,330.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước tương CHIN-SU Tỏi ớt 330ml (Chai),Nước tương CHIN-SU Tỏi ớt,Gia vị,330.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước uống bổ sung ion Pocari Sweat chai 350ml (Chai),Nước uống bổ sung ion Pocari Sweat chai,"Nước suối, nước tinh khiết",350.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước xốt mè rang Kewpie_chai 210ml (Cái),Nước xốt mè rang Kewpie_chai,Gia vị,210.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước yến hộp Khánh hóa foodnest 190ml (Hộp),Nước yến hộp Khánh hóa foodnest,Nước ngọt,190.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước yến ngân nhĩ Wonderfarm 240ml (Lon),Nước yến ngân nhĩ Wonderfarm,Thức uống dinh dưỡng,240.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nước yến sào đường phèn lon 190ml (Lon),Nước yến sào đường phèn lon,Nước ngọt,190.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Nấm hương khô Cao Bằng 100g (Túi),Nấm hương khô Cao Bằng,"Rau, củ",100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
OATTA Drink sữa yến mạch nguyên chất ít đường 180ml (Hộp),OATTA Drink sữa yến mạch nguyên chất ít đường,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
OREO banh que vani 54g (Cái),OREO banh que vani,Bánh,54.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
PC Bánh mứt trái cây dâu gói 450g (Gói),PC Bánh mứt trái cây dâu gói,Kẹo,450.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Phô mai que 500g (Gói),Phô mai que,Thực phẩm đông lạnh,500.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Phở bò 65g (Gói),Phở bò,"Nui, mì, bún khô",65.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Phở gà 65g (Gói),Phở gà,"Nui, mì, bún khô",65.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Pinattsu Snack đậu phộng nhân Socola vị Hazelnut 85g (Cái),Pinattsu Snack đậu phộng nhân Socola vị Hazelnut,"Snack, đồ ăn vặt",85.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Pinattsu Snack đậu phộng nhân vị khoai môn 85g (Cái),Pinattsu Snack đậu phộng nhân vị khoai môn,"Snack, đồ ăn vặt",85.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Pororo hương dâu 235ml (Chai),Pororo hương dâu,Sữa nước các loại,235.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Quả táo đỏ khô 486g (Gói),Quả táo đỏ khô,,486.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Quẩy sâu Hữu Gia gói 300g (Gói),Quẩy sâu Hữu Gia gói,"Snack, đồ ăn vặt",300.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Rong Biển Cuộn Cơm Kwook 10 Lá 24g (Gói),Rong Biển Cuộn Cơm Kwook 10 Lá,"Mứt, thạch, rong biển",24.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Rong biển giòn trộn gia vị 40g (Gói),Rong biển giòn trộn gia vị,"Mứt, thạch, rong biển",40.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Rượu Vang Ocean Men 700ml (Chai),Rượu Vang Ocean Men,Rượu,700.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Rượu vang Style Ocean Xanh 750ml (Chai),Rượu vang Style Ocean Xanh,Rượu,750.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Rượu vang Thiên Nga Đỏ 750ml (Chai),Rượu vang Thiên Nga Đỏ,Rượu,750.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA Có Đường TH True Yogurt 100g (Hộp),SCA Có Đường TH True Yogurt,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA Nha Đam TH True Yogurt 100g (Hộp),SCA Nha Đam TH True Yogurt,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA Tự Nhiên TH True Yogurt 100g (Hộp),SCA Tự Nhiên TH True Yogurt,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA VNM Trái cây 100g (Hộp),SCA VNM Trái cây,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA VNM có đường 100g (Hộp),SCA VNM có đường,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA VNM không đường 100g (Hộp),SCA VNM không đường,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA VNM nha đam 100g (Hộp),SCA VNM nha đam,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA VNM ít đường 100g (Hộp),SCA VNM ít đường,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCA Ít Đường TH true YOGURT 100g (Hộp),SCA Ít Đường TH true YOGURT,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCAMS Trái cây TH True Yogurt 100g (Hộp),SCAMS Trái cây TH True Yogurt,Sữa chua,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCU TT hương táo nho Vinamilk Susu Chai 80ml (Lọ),SCU TT hương táo nho Vinamilk Susu Chai,Sữa nước các loại,80.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCUTT Hương Cam TH True Yogurt 180ml (Hộp),SCUTT Hương Cam TH True Yogurt,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCUTT Hương Dâu TH True Yogurt 180ml (Hộp),SCUTT Hương Dâu TH True Yogurt,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCUTT Topkid Cam 110ml (Hộp),SCUTT Topkid Cam,Sữa nước các loại,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCUTT Topkid Dâu 110ml (Hộp),SCUTT Topkid Dâu,Sữa nước các loại,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SCUTT Việt quất TH True Yogurt 180ml (Hộp),SCUTT Việt quất TH True Yogurt,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
ST TT có đường TH 180ml (Hộp),ST TT có đường TH,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STC Nho Mistori 110ml (Hộp),STC Nho Mistori,Sữa nước các loại,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT Chocolate TH True Milk 180ml (Hộp),STTT Chocolate TH True Milk,,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT Có đường TH True Milk 110ml (Hộp),STTT Có đường TH True Milk,Sữa nước các loại,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT Giảm béo Chuối VNM 180ml (Hộp),STTT Giảm béo Chuối VNM,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT Nguyên chất TH True Milk 110ml (Hộp),STTT Nguyên chất TH True Milk,Sữa nước các loại,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT RIĐ Vinamilk Green Farm 180ml (Hộp),STTT RIĐ Vinamilk Green Farm,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT Vị TN TH True MILK HILO 180ml (Hộp),STTT Vị TN TH True MILK HILO,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT có đường Vinamilk 180ml (Hộp),STTT có đường Vinamilk,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT Ít đường TH True Milk 110ml (Hộp),STTT Ít đường TH True Milk,Sữa nước các loại,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT Ít đường TH True Milk 180ml (Hộp),STTT Ít đường TH True Milk,Sữa nước các loại,180.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
STTT đường VNM -TP 110ml (Hộp),STTT đường VNM -TP,Sữa nước các loại,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUDD Dielac Grow Plus 110ml (Cái),SUDD Dielac Grow Plus,Sữa bột,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUDD Optimum Gold 110ml (Cái),SUDD Optimum Gold,Sữa bột,110.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUTIKI Javel nước tẩy trắng quần áo 1000ml (Chai),SUTIKI Javel nước tẩy trắng quần áo,Vệ sinh nhà cửa,1000.0,ml,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUTIKI NRC Hương chanh 400g (Chai),SUTIKI NRC Hương chanh,Vệ sinh nhà cửa,400.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUTIKI NRC Hương chanh 750g (Chai),SUTIKI NRC Hương chanh,Vệ sinh nhà cửa,750.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUTIKI NRC Hương quế 400g (Chai),SUTIKI NRC Hương quế,Vệ sinh nhà cửa,400.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUTIKI NRC Hương quế 750g (Chai),SUTIKI NRC Hương quế,Vệ sinh nhà cửa,750.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUTIKI NRC Hương trà xanh 400g (Chai),SUTIKI NRC Hương trà xanh,Vệ sinh nhà cửa,400.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUTIKI NRC Hương trà xanh 750g (Chai),SUTIKI NRC Hương trà xanh,Vệ sinh nhà cửa,750.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
SUTIKI NRC hương lô hội 750g (Chai),SUTIKI NRC hương lô hội,Vệ sinh nhà cửa,750.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Sa tế CHIN-SU tôm ớt riềng MB 90g (Cái),Sa tế CHIN-SU tôm ớt riềng MB,Gia vị,90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Sa tế tôm chai nhựa PET 90g (Cái),Sa tế tôm chai nhựa PET,Gia vị,90.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Sate nướng ngũ vị 100g (Cái),Sate nướng ngũ vị,Gia vị,100.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Sauce ướp thịt nướng 70g (Gói),Sauce ướp thịt nướng,Gia vị,70.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Snack Cá giòn 150g (Gói),Snack Cá giòn,"Snack, đồ ăn vặt",150.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Snack gấu vừng mật ong Hữu Gia 130g (Gói),Snack gấu vừng mật ong Hữu Gia,"Snack, đồ ăn vặt",130.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Snack ngó sen Hữu Gia 150g (Gói),Snack ngó sen Hữu Gia,"Snack, đồ ăn vặt",150.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Snack nui sấy 150g (Gói),Snack nui sấy,"Snack, đồ ăn vặt",150.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
Snack quẩy mực 140g (Gói),Snack quẩy mực,,140.0,g,,,Standard,Standard,"Standard - weight đơn giản 500g, 200ml..."
